2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.0,0.3795682902762385,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.4000000000000001,0.10930585511461238,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.0,0.3912714284377636,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.5,0.69788326204719,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.2,0.7534718609765899,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.6000000000000001,0.662300444911113,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.1,0.2878779541963149,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.2000000000000002,0.23660567348091316,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.5,0.6892516854446487,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.2,0.7499157583564833,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.1,0.31150439422571913,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.2000000000000002,0.20339777584439425,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.6000000000000001,0.6518070242165191,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.9,0.47043024131491806,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.30000000000000004,0.7410026847749036,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.9,0.4697414988303506,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.30000000000000004,0.7353258552164429,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.0,0.7632464270668947,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.0,0.7615997106778553,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,2.0,0.00709505183388925,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,2.0,0.00773103215859129,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.8,0.010553889602910262,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.7000000000000001,0.6135087546800294,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.8,0.013413237413981873,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.7000000000000001,0.6020825591731508,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.4,0.7247727537048819,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.1,0.7600630886509981,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.4,0.7159277876558637,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.1,0.7568855291427843,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.9000000000000001,0.00833668590481987,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.5,0.04290619377632282,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.9000000000000001,0.00948475280142272,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.5,0.06466210485963991,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.6,0.023549533746526023,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.7000000000000002,0.01479582484827809,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.7000000000000002,0.02121757622323814,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.6,0.036377015649214015,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.8,0.5498400993802269,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.3,0.1305093271242772,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.3,0.1659512198438385,0
3000, 400, 0, 240, 19.0, 0.5,0.05,1000000,900.139329284215,67520000.0,0,90.0,0.8,0.5425932723296653,0
2000, 200, 0, 240, 20.0, 0.4,0.05,1000000,900.139329284215,67520000.0,0,90.0,1.4000000000000001,0.07764930397993157,0
